Pipe Number,Date,Time,R1,R2,R3,R4,R5
P3,2026-05-13,14:45:23,43.71,41.38,44.88,40.14,40.78
P1,2026-05-13,14:45:55,38.13,37.81,44.0,35.21,36.3
P2,2026-05-13,14:45:55,43.32,38.74,40.69,43.26,40.96
P3,2026-05-13,14:45:55,43.09,39.22,40.78,36.88,38.11
P1,2026-05-13,14:46:28,42.88,37.95,42.46,44.26,40.17
P2,2026-05-13,14:46:28,41.1,35.63,35.34,42.29,44.22
P3,2026-05-13,14:46:28,44.16,35.31,36.62,37.34,36.52
P1,2026-05-13,14:47:00,35.24,43.47,37.68,42.85,38.61
P2,2026-05-13,14:47:00,41.76,44.99,40.85,41.76,39.14
P3,2026-05-13,14:47:00,37.06,38.27,40.9,39.73,40.67
P1,2026-05-13,14:47:32,44.45,37.72,38.45,41.35,39.04
P2,2026-05-13,14:47:32,43.47,43.31,38.73,36.01,42.92
P3,2026-05-13,14:47:32,36.59,38.47,37.24,41.57,41.83
P1,2026-05-13,14:48:04,41.56,39.58,43.66,40.43,43.38
P2,2026-05-13,14:48:04,42.24,37.74,43.2,43.96,39.98
P3,2026-05-13,14:48:04,44.29,37.58,43.27,41.72,43.01
P1,2026-05-13,14:48:37,35.68,36.42,39.92,38.29,37.94
P2,2026-05-13,14:48:37,44.17,35.67,42.67,38.8,42.94
P3,2026-05-13,14:48:37,40.5,44.43,35.22,44.33,38.56
P1,2026-05-13,14:49:09,35.94,43.43,41.47,35.37,38.76
P2,2026-05-13,14:49:09,42.24,37.89,38.35,37.66,39.89
P3,2026-05-13,14:49:09,37.64,43.62,37.75,44.96,35.53
P1,2026-05-13,14:49:41,39.56,37.65,39.37,40.61,41.16
P2,2026-05-13,14:49:41,35.3,36.99,39.79,39.48,41.01
P3,2026-05-13,14:49:41,35.94,37.35,44.38,35.1,42.11
P1,2026-05-13,14:50:13,41.76,35.76,37.24,43.8,36.27
P2,2026-05-13,14:50:13,35.04,42.12,38.14,36.83,35.13
P3,2026-05-13,14:50:13,41.18,36.5,37.02,37.88,40.99
P1,2026-05-13,14:50:45,40.62,36.0,44.18,38.46,43.04
P2,2026-05-13,14:50:45,37.59,36.91,44.51,41.24,42.4
P3,2026-05-13,14:50:45,43.47,43.27,44.4,40.21,36.1
P1,2026-05-13,14:51:17,35.73,42.74,43.49,44.86,43.6
P2,2026-05-13,14:51:17,42.88,43.12,40.41,44.3,36.28
P3,2026-05-13,14:51:17,38.04,37.95,44.68,42.3,43.2
P1,2026-05-13,14:51:50,40.09,38.22,41.35,35.36,42.72
P2,2026-05-13,14:51:50,44.48,44.59,40.14,39.34,36.45
P3,2026-05-13,14:51:50,41.07,36.93,36.84,44.76,37.53
P1,2026-05-13,14:52:22,36.56,35.69,44.76,37.92,38.16
P2,2026-05-13,14:52:22,35.08,38.85,44.21,38.95,42.65
P3,2026-05-13,14:52:22,37.94,35.53,42.79,42.22,44.01
P1,2026-05-13,14:52:54,43.72,42.53,41.12,35.57,36.32
P2,2026-05-13,14:52:54,36.32,36.0,36.79,36.68,36.08
P3,2026-05-13,14:52:54,39.39,37.2,35.9,40.21,42.65
P1,2026-05-13,14:53:26,43.45,41.87,43.68,42.38,39.92
P2,2026-05-13,14:53:26,41.15,39.37,35.86,41.7,36.56
P3,2026-05-13,14:53:26,38.47,36.72,43.32,36.95,41.04
P1,2026-05-13,14:53:58,40.04,36.72,39.15,44.61,42.55
P2,2026-05-13,14:53:58,38.13,36.26,45.0,38.37,42.44
P3,2026-05-13,14:53:58,38.48,35.21,39.14,39.91,43.65
P1,2026-05-13,14:54:30,37.23,37.23,40.07,41.69,40.28
P2,2026-05-13,14:54:30,39.81,38.37,44.54,35.21,37.71
P3,2026-05-13,14:54:30,43.84,43.07,38.51,35.7,38.91
P1,2026-05-13,14:55:03,40.27,35.13,35.76,43.92,36.74
P2,2026-05-13,14:55:03,42.91,44.74,41.12,43.22,42.91
P3,2026-05-13,14:55:03,44.29,42.69,42.88,38.97,40.25
P1,2026-05-13,14:55:35,44.63,40.69,36.93,39.77,40.61
P2,2026-05-13,14:55:35,44.66,39.07,43.77,35.98,43.77
P3,2026-05-13,14:55:35,38.54,41.99,41.87,43.36,39.5
P1,2026-05-13,14:56:07,35.08,41.04,35.28,37.06,39.82
P2,2026-05-13,14:56:07,40.87,40.31,42.6,43.1,37.22
P3,2026-05-13,14:56:07,37.44,35.78,38.64,36.58,41.79
P1,2026-05-13,14:56:39,38.96,39.07,35.47,40.6,40.35
P2,2026-05-13,14:56:39,44.68,37.65,44.49,43.94,35.87
P3,2026-05-13,14:56:39,39.92,39.8,41.38,43.1,40.35
P1,2026-05-13,14:57:12,35.89,38.54,38.44,43.3,37.28
P2,2026-05-13,14:57:12,41.92,42.9,44.79,37.69,41.2
P3,2026-05-13,14:57:12,35.34,44.52,42.21,41.34,42.02
P1,2026-05-13,14:57:44,39.17,43.81,40.88,36.44,35.63
P2,2026-05-13,14:57:44,44.82,38.46,39.13,38.22,44.83
P3,2026-05-13,14:57:44,38.54,35.4,37.99,42.07,37.55
P1,2026-05-13,14:58:16,38.59,39.06,44.86,36.61,41.15
P2,2026-05-13,14:58:16,36.14,41.45,42.31,44.77,41.34
P3,2026-05-13,14:58:16,42.48,41.06,40.5,38.71,40.99
P1,2026-05-13,14:58:48,40.07,36.46,40.69,40.96,35.41
P2,2026-05-13,14:58:48,38.69,42.45,44.86,38.4,42.47
P3,2026-05-13,14:58:48,40.83,44.68,38.87,42.46,40.24
P1,2026-05-13,14:59:21,44.16,44.31,41.7,37.38,41.22
P2,2026-05-13,14:59:21,41.85,43.53,39.98,41.94,44.0
P3,2026-05-13,14:59:21,38.95,36.54,41.56,35.2,41.62
P1,2026-05-13,14:59:53,39.28,43.16,41.93,40.37,37.22
P2,2026-05-13,14:59:53,38.26,42.78,41.61,43.07,42.94
P3,2026-05-13,14:59:53,43.74,44.41,35.53,39.96,37.34
P1,2026-05-13,15:00:25,44.96,35.58,37.73,42.94,37.72
P2,2026-05-13,15:00:25,40.27,36.2,40.29,43.17,38.46
P3,2026-05-13,15:00:25,39.25,44.36,40.24,37.83,44.71
P1,2026-05-13,15:00:57,41.33,38.94,36.94,36.69,40.9
P2,2026-05-13,15:00:57,39.75,38.12,43.54,35.61,43.85
P3,2026-05-13,15:00:57,40.8,37.41,39.15,44.93,35.17
P1,2026-05-13,15:01:29,40.01,35.24,40.7,41.74,44.75
P2,2026-05-13,15:01:29,44.36,36.97,35.11,38.95,40.54
P3,2026-05-13,15:01:29,42.7,44.98,44.79,42.66,40.55
P1,2026-05-13,15:02:02,35.61,43.81,44.93,40.33,41.53
P2,2026-05-13,15:02:02,37.67,38.82,39.74,36.82,42.92
P3,2026-05-13,15:02:02,43.11,37.09,42.52,39.63,42.73
P1,2026-05-13,15:02:34,35.31,44.82,38.48,41.53,43.54
P2,2026-05-13,15:02:34,41.53,44.19,36.07,36.42,44.92
P3,2026-05-13,15:02:34,38.7,42.39,40.56,44.01,42.46
P1,2026-05-13,15:03:06,37.42,44.02,37.21,41.13,38.29
P2,2026-05-13,15:03:06,39.51,43.18,38.6,41.94,38.04
P3,2026-05-13,15:03:06,37.2,37.14,37.84,38.28,38.83
P1,2026-05-13,15:03:38,43.74,42.21,44.85,35.34,41.64
P2,2026-05-13,15:03:38,35.08,38.27,36.34,42.79,36.79
P3,2026-05-13,15:03:38,39.28,39.11,43.29,39.81,37.49
P1,2026-05-13,15:04:11,43.06,42.48,44.13,39.2,37.2
P2,2026-05-13,15:04:11,37.86,36.32,44.63,43.28,43.07
P3,2026-05-13,15:04:11,43.37,38.74,39.09,44.68,37.14
P1,2026-05-13,15:04:43,38.55,36.42,40.54,38.55,36.92
P2,2026-05-13,15:04:43,40.68,40.04,43.42,42.68,35.08
P3,2026-05-13,15:04:43,38.47,40.85,39.23,44.26,38.52
P1,2026-05-13,15:05:15,38.95,38.6,37.53,44.77,40.82
P2,2026-05-13,15:05:15,42.53,39.51,44.4,38.57,37.01
P3,2026-05-13,15:05:15,39.34,41.86,39.53,40.71,41.64
P1,2026-05-13,15:05:47,37.41,37.31,39.83,43.11,35.97
P2,2026-05-13,15:05:47,37.75,44.36,41.09,42.38,41.48
P3,2026-05-13,15:05:47,38.5,43.29,36.86,35.44,40.09
P1,2026-05-13,15:06:19,44.43,41.01,42.6,35.64,44.14
P2,2026-05-13,15:06:19,43.25,38.72,40.21,44.52,43.1
P3,2026-05-13,15:06:19,35.3,39.38,37.71,37.19,35.9
P1,2026-05-13,15:06:51,41.48,43.38,40.52,40.52,43.31
P2,2026-05-13,15:06:51,44.39,39.82,42.13,38.8,41.78
P3,2026-05-13,15:06:51,38.1,36.05,38.6,38.52,44.63
P1,2026-05-13,15:07:24,42.34,38.76,37.88,39.44,39.47
P2,2026-05-13,15:07:24,38.69,41.54,41.65,44.15,35.91
P3,2026-05-13,15:07:24,39.1,38.1,35.45,43.86,42.34
P1,2026-05-13,15:07:56,39.21,39.96,39.53,42.49,37.01
P2,2026-05-13,15:07:56,44.05,40.67,35.6,39.89,36.72
P3,2026-05-13,15:07:56,44.41,43.7,43.11,41.2,41.62
P1,2026-05-13,15:08:28,39.38,35.8,37.4,40.41,38.09
P2,2026-05-13,15:08:28,44.9,38.33,35.74,38.94,35.56
P3,2026-05-13,15:08:28,44.95,42.48,43.06,43.05,44.89
P1,2026-05-13,15:09:00,43.16,35.34,37.55,39.33,35.45
P2,2026-05-13,15:09:00,43.02,36.37,36.07,36.56,40.24
P3,2026-05-13,15:09:00,41.49,44.03,36.59,44.83,41.06
P1,2026-05-13,15:33:57,35.19,35.83,38.17,36.31,41.89
P2,2026-05-13,15:33:57,39.87,41.69,38.1,42.17,44.34
P3,2026-05-13,15:33:57,41.87,36.91,40.21,42.51,37.27
P1,2026-05-13,15:34:29,39.98,35.9,40.52,42.92,44.98
P2,2026-05-13,15:34:29,40.83,43.55,39.25,35.28,38.86
P3,2026-05-13,15:34:29,38.36,43.43,40.47,38.23,36.41
P1,2026-05-13,15:35:01,44.68,42.05,43.85,43.01,42.85
P2,2026-05-13,15:35:01,41.38,40.64,43.4,44.16,42.82
P3,2026-05-13,15:35:01,42.6,44.85,39.94,36.96,35.32
P1,2026-05-13,15:35:34,38.03,37.51,35.22,36.84,35.45
P2,2026-05-13,15:35:34,35.37,35.19,38.57,35.19,35.71
P3,2026-05-13,15:35:34,40.52,37.95,37.56,43.94,37.9
P1,2026-05-13,15:36:06,37.81,39.0,36.28,36.49,36.13
P2,2026-05-13,15:36:06,41.59,35.61,42.75,38.56,36.97
P3,2026-05-13,15:36:06,37.44,37.14,40.79,35.08,38.06
P1,2026-05-13,15:36:38,43.88,41.36,39.0,41.98,39.47
P2,2026-05-13,15:36:38,42.32,35.81,41.35,36.12,38.65
P3,2026-05-13,15:36:38,40.53,42.23,42.81,35.06,43.72
P1,2026-05-13,15:37:10,41.33,36.62,36.67,42.58,38.2
P2,2026-05-13,15:37:10,42.96,40.05,43.55,44.04,44.6
P3,2026-05-13,15:37:10,43.14,42.87,39.21,39.86,40.61
P1,2026-05-13,15:37:42,35.2,35.37,43.04,38.86,43.84
P2,2026-05-13,15:37:42,37.12,38.99,42.19,42.53,41.81
P3,2026-05-13,15:37:42,44.99,37.76,39.8,42.18,44.68
P1,2026-05-13,15:38:15,39.31,43.74,38.18,37.94,40.71
P2,2026-05-13,15:38:15,40.65,42.7,39.25,43.16,39.61
P3,2026-05-13,15:38:15,36.57,37.61,40.61,42.25,40.82
P1,2026-05-13,15:38:47,38.78,39.62,44.49,37.94,39.4
P2,2026-05-13,15:38:47,43.11,39.27,39.92,40.41,42.94
P3,2026-05-13,15:38:47,37.3,40.23,35.36,38.73,35.51
P1,2026-05-13,15:39:19,41.41,44.01,40.85,41.52,40.87
P2,2026-05-13,15:39:19,40.68,35.96,44.61,39.8,41.05
P3,2026-05-13,15:39:19,43.47,42.98,42.96,40.73,36.56
P1,2026-05-13,15:39:51,44.95,43.12,38.51,43.8,44.36
P2,2026-05-13,15:39:51,40.83,35.36,44.15,37.89,41.1
P3,2026-05-13,15:39:51,38.18,38.49,38.26,44.16,36.91
P1,2026-05-13,15:40:23,39.19,43.03,40.77,40.38,42.06
P2,2026-05-13,15:40:23,40.12,39.98,43.6,41.46,37.79
P3,2026-05-13,15:40:23,37.98,37.06,40.48,39.56,37.22
P1,2026-05-13,15:40:55,37.61,35.14,41.36,35.54,42.76
P2,2026-05-13,15:40:55,42.67,38.16,40.95,36.25,40.77
P3,2026-05-13,15:40:55,40.15,39.29,39.34,44.34,40.24
P1,2026-05-13,15:41:24,43.3,38.44,39.99,41.74,38.05
P2,2026-05-13,15:41:24,43.42,41.82,37.04,39.92,38.47
P3,2026-05-13,15:41:24,36.82,38.87,41.63,40.86,41.83
P1,2026-05-13,15:42:00,44.0,41.92,43.16,40.57,39.03
P2,2026-05-13,15:42:00,38.31,41.1,38.56,35.71,36.78
P3,2026-05-13,15:42:00,35.97,36.91,39.25,39.2,44.58
P1,2026-05-13,15:42:08,40.85,40.51,36.11,36.78,40.5
P2,2026-05-13,15:42:08,35.9,42.28,42.06,38.5,36.85
P3,2026-05-13,15:42:08,38.15,42.42,43.51,39.93,40.64
P1,2026-05-13,15:42:44,44.05,42.02,43.73,37.76,38.55
P2,2026-05-13,15:42:44,43.39,44.42,42.19,43.42,35.47
P3,2026-05-13,15:42:44,37.48,37.06,36.55,44.07,40.23
P1,2026-05-13,15:43:20,42.48,35.45,39.01,36.22,38.78
P2,2026-05-13,15:43:20,41.71,38.06,40.3,36.3,35.05
P3,2026-05-13,15:43:20,35.2,38.21,40.3,35.5,35.44
P1,2026-05-13,15:43:56,38.49,42.21,39.69,38.97,39.04
P2,2026-05-13,15:43:56,41.92,43.29,40.4,41.83,42.46
P3,2026-05-13,15:43:56,43.76,44.7,36.72,41.67,38.0
P1,2026-05-13,15:44:31,35.72,41.29,43.33,36.65,39.65
P2,2026-05-13,15:44:31,38.77,40.87,44.5,39.72,36.94
P3,2026-05-13,15:44:31,38.69,38.91,38.67,42.39,41.72
P1,2026-05-13,15:45:07,35.67,36.95,44.17,36.68,43.84
P2,2026-05-13,15:45:07,41.04,44.58,39.41,36.97,44.99
P3,2026-05-13,15:45:07,43.15,41.94,42.57,43.71,36.9
P1,2026-05-13,15:45:43,40.12,35.97,44.07,43.08,39.15
P2,2026-05-13,15:45:43,42.31,43.72,35.28,38.24,42.08
P3,2026-05-13,15:45:43,35.21,40.56,35.82,42.78,36.04
P1,2026-05-13,15:46:18,36.97,40.21,39.2,41.04,38.7
P2,2026-05-13,15:46:18,42.89,38.78,42.44,37.26,41.25
P3,2026-05-13,15:46:18,43.58,40.93,42.3,39.82,35.3
P1,2026-05-13,15:46:54,38.95,40.49,42.78,40.04,37.73
P2,2026-05-13,15:46:54,43.53,44.48,42.96,35.57,41.41
P3,2026-05-13,15:46:54,41.5,41.52,35.27,35.53,39.47
P1,2026-05-13,15:47:29,42.32,41.89,38.92,41.26,40.99
P2,2026-05-13,15:47:29,38.0,42.13,38.47,36.06,39.94
P3,2026-05-13,15:47:29,40.28,39.96,42.01,40.81,43.07
P1,2026-05-13,15:48:05,36.23,43.01,38.39,37.14,35.02
P2,2026-05-13,15:48:05,42.75,44.18,40.43,37.79,43.3
P3,2026-05-13,15:48:05,41.0,39.48,38.59,35.12,37.41
P1,2026-05-13,15:48:41,40.01,38.2,37.39,36.91,36.66
P2,2026-05-13,15:48:41,44.42,39.47,35.86,40.44,35.41
P3,2026-05-13,15:48:41,41.54,44.61,40.09,36.29,42.32
P1,2026-05-13,15:49:16,41.78,35.87,40.44,44.73,36.38
P2,2026-05-13,15:49:16,35.71,37.57,40.61,35.58,44.47
P3,2026-05-13,15:49:16,41.04,38.91,40.85,38.17,43.44
P1,2026-05-13,15:49:52,44.17,36.54,40.64,44.52,40.78
P2,2026-05-13,15:49:52,40.95,44.17,40.51,42.37,39.82
P3,2026-05-13,15:49:52,43.15,42.65,36.54,42.79,40.51
P1,2026-05-13,15:50:28,39.47,40.94,40.52,44.56,39.93
P2,2026-05-13,15:50:28,42.42,44.47,43.97,37.81,43.58
P3,2026-05-13,15:50:28,44.9,44.15,35.04,38.94,37.74
P1,2026-05-13,15:51:04,39.53,39.44,38.1,42.57,41.79
P2,2026-05-13,15:51:04,36.54,38.19,40.11,40.32,39.93
P3,2026-05-13,15:51:04,44.26,36.71,42.4,38.48,35.09
P1,2026-05-13,15:51:39,44.16,35.14,41.75,44.84,36.76
P2,2026-05-13,15:51:39,43.62,40.77,41.47,35.77,42.2
P3,2026-05-13,15:51:39,39.7,38.84,38.87,40.8,43.69
P1,2026-05-13,15:52:15,39.32,36.15,44.27,42.79,35.73
P2,2026-05-13,15:52:15,37.06,39.26,40.29,41.41,43.71
P3,2026-05-13,15:52:15,37.06,37.35,38.13,42.53,42.37
P1,2026-05-13,15:52:51,43.07,39.21,42.62,44.62,39.3
P2,2026-05-13,15:52:51,41.55,38.62,37.84,44.23,38.18
P3,2026-05-13,15:52:51,42.65,39.81,39.4,42.74,41.88
P1,2026-05-13,15:53:27,41.89,35.9,39.13,42.47,44.97
P2,2026-05-13,15:53:27,43.34,42.75,38.14,43.77,39.62
P3,2026-05-13,15:53:27,41.91,44.14,39.72,44.74,39.05
P1,2026-05-13,15:54:03,43.81,43.92,44.78,36.64,42.17
P2,2026-05-13,15:54:03,38.5,44.02,43.78,42.96,39.27
P3,2026-05-13,15:54:03,44.97,41.98,43.09,37.5,37.01
P1,2026-05-13,15:54:39,40.04,41.26,35.56,42.7,38.46
P2,2026-05-13,15:54:39,40.7,43.62,44.73,44.18,35.8
P3,2026-05-13,15:54:39,40.93,42.02,35.11,43.26,42.57
P1,2026-05-13,15:55:15,36.23,40.64,41.14,44.23,38.03
P2,2026-05-13,15:55:15,36.52,37.73,44.61,39.46,35.51
P3,2026-05-13,15:55:15,41.84,42.84,37.66,41.87,38.08
P1,2026-05-13,15:55:51,35.9,40.69,36.67,44.94,35.92
P2,2026-05-13,15:55:51,36.65,44.91,41.84,39.11,44.93
P3,2026-05-13,15:55:51,36.12,38.09,43.16,44.56,41.63
P1,2026-05-13,15:56:26,38.4,44.88,38.37,38.3,41.87
P2,2026-05-13,15:56:26,35.94,42.5,40.06,42.92,44.76
P3,2026-05-13,15:56:26,40.43,40.39,38.48,42.06,36.61
P1,2026-05-13,15:57:02,38.5,41.67,42.92,38.37,38.26
P2,2026-05-13,15:57:02,43.35,43.43,36.45,44.17,39.88
P3,2026-05-13,15:57:02,42.48,44.33,36.15,44.55,39.9
P1,2026-05-13,15:57:38,40.03,37.03,44.99,39.45,39.06
P2,2026-05-13,15:57:38,37.56,41.72,38.48,40.68,38.71
P3,2026-05-13,15:57:38,43.91,39.43,44.49,43.88,41.23
P1,2026-05-13,15:58:14,36.67,42.15,41.02,42.81,43.12
P2,2026-05-13,15:58:14,38.44,43.24,39.32,42.09,41.23
P3,2026-05-13,15:58:14,38.63,40.48,37.3,35.03,38.24
P1,2026-05-13,15:58:49,35.48,44.35,42.84,40.95,41.62
P2,2026-05-13,15:58:49,41.37,44.77,40.3,40.57,39.83
P3,2026-05-13,15:58:49,40.22,36.05,35.67,38.67,36.4
P1,2026-05-13,15:59:25,40.68,36.49,44.62,36.66,35.71
P2,2026-05-13,15:59:25,43.94,36.35,38.51,42.32,37.19
P3,2026-05-13,15:59:25,39.1,38.74,36.0,37.7,41.29
P1,2026-05-13,16:00:01,37.87,42.36,39.49,40.48,36.39
P2,2026-05-13,16:00:01,37.87,43.2,40.41,38.64,42.4
P3,2026-05-13,16:00:01,40.9,41.27,40.05,35.81,35.11
P1,2026-05-13,16:00:36,35.25,37.07,40.77,40.72,39.56
P2,2026-05-13,16:00:36,43.63,36.98,42.8,37.34,41.84
P3,2026-05-13,16:00:36,36.11,43.99,44.53,35.85,36.06
P1,2026-05-13,16:01:12,35.3,40.67,42.69,36.75,44.85
P2,2026-05-13,16:01:12,40.07,37.2,37.87,38.65,43.43
P3,2026-05-13,16:01:12,44.71,37.97,35.29,38.57,39.11
P1,2026-05-13,16:01:48,36.07,39.39,39.52,35.84,41.81
P2,2026-05-13,16:01:48,38.39,40.36,43.73,38.02,40.04
P3,2026-05-13,16:01:48,39.14,35.08,44.2,38.93,36.14
P1,2026-05-13,16:02:23,42.75,43.05,37.13,39.61,36.27
P2,2026-05-13,16:02:23,44.56,37.59,41.25,43.45,39.2
P3,2026-05-13,16:02:23,44.08,44.96,42.23,38.44,39.38
P1,2026-05-13,16:02:59,43.1,39.13,38.03,36.45,36.55
P2,2026-05-13,16:02:59,38.88,35.56,37.91,43.87,36.43
P3,2026-05-13,16:02:59,40.91,44.77,37.18,38.06,39.69
P1,2026-05-13,16:03:35,43.72,36.3,38.46,39.52,37.13
P2,2026-05-13,16:03:35,38.21,35.75,40.17,44.99,42.83
P3,2026-05-13,16:03:35,42.68,40.76,40.95,37.52,39.18
P1,2026-05-13,16:04:11,35.5,42.2,42.65,44.5,42.52
P2,2026-05-13,16:04:11,40.55,38.03,41.27,42.56,43.01
P3,2026-05-13,16:04:11,38.34,39.72,43.92,37.41,41.25
P1,2026-05-13,16:04:46,38.79,35.49,38.64,38.28,35.26
P2,2026-05-13,16:04:46,37.92,43.02,43.02,42.02,44.2
P3,2026-05-13,16:04:46,39.32,36.71,43.88,40.78,36.54
P1,2026-05-13,16:05:22,41.86,42.82,42.59,44.9,42.89
P2,2026-05-13,16:05:22,39.76,40.77,42.58,37.28,43.92
P3,2026-05-13,16:05:22,43.98,36.18,38.7,38.63,36.71
P1,2026-05-13,16:05:58,41.63,40.32,38.28,36.98,43.12
P2,2026-05-13,16:05:58,35.19,40.52,43.13,39.13,43.45
P3,2026-05-13,16:05:58,40.86,40.25,36.65,43.71,43.46
P1,2026-05-13,16:06:34,43.69,38.1,40.88,39.08,36.04
P2,2026-05-13,16:06:34,35.38,37.66,36.53,44.69,42.46
P3,2026-05-13,16:06:34,41.33,37.36,39.18,42.13,37.01
P1,2026-05-13,16:07:09,40.14,40.0,38.01,41.91,35.52
P2,2026-05-13,16:07:09,43.58,40.39,40.66,39.79,41.22
P3,2026-05-13,16:07:09,35.78,35.85,35.52,43.79,43.54
P1,2026-05-13,16:07:45,39.73,42.78,43.62,44.38,44.77
P2,2026-05-13,16:07:45,37.46,41.76,39.1,38.35,36.79
P3,2026-05-13,16:07:45,37.6,37.73,41.95,39.55,39.72
P1,2026-05-13,16:08:22,36.58,39.42,35.09,39.96,38.64
P2,2026-05-13,16:08:22,39.98,37.6,44.88,36.41,39.08
P3,2026-05-13,16:08:22,39.31,38.47,43.54,41.86,38.39
P1,2026-05-13,16:08:58,42.09,39.86,35.88,43.99,42.68
P2,2026-05-13,16:08:58,39.22,36.42,35.62,44.38,43.85
P3,2026-05-13,16:08:58,44.49,42.68,39.89,37.25,43.65
P1,2026-05-13,16:09:34,40.01,37.73,44.99,42.98,43.37
P2,2026-05-13,16:09:34,43.35,40.07,39.12,36.18,35.92
P3,2026-05-13,16:09:34,37.47,36.77,41.65,42.51,37.55
P1,2026-05-13,16:10:10,36.87,36.95,38.83,38.79,43.86
P2,2026-05-13,16:10:10,38.88,42.43,39.22,39.22,38.44
P3,2026-05-13,16:10:10,37.64,37.87,44.59,39.96,41.54
P1,2026-05-13,16:10:45,36.28,39.44,43.17,40.87,42.05
P2,2026-05-13,16:10:45,37.0,41.4,42.76,44.06,43.48
P3,2026-05-13,16:10:45,43.04,36.08,42.25,37.8,40.23
P1,2026-05-13,16:11:21,44.4,43.54,37.82,36.22,40.05
P2,2026-05-13,16:11:21,43.16,44.04,38.1,35.41,37.49
P3,2026-05-13,16:11:21,44.84,43.64,40.8,36.01,38.2
P1,2026-05-13,16:11:57,44.94,35.69,39.33,40.54,37.34
P2,2026-05-13,16:11:57,39.05,41.5,35.93,35.75,40.61
P3,2026-05-13,16:11:57,37.01,37.8,37.57,35.29,39.15
P1,2026-05-13,16:12:33,35.91,37.15,37.36,38.61,44.02
P2,2026-05-13,16:12:33,44.99,42.28,42.6,44.0,37.97
P3,2026-05-13,16:12:33,43.4,40.62,43.28,40.81,36.44
P1,2026-05-13,16:13:08,40.58,44.73,40.4,40.42,41.74
P2,2026-05-13,16:13:08,38.38,44.33,44.11,35.74,35.48
P3,2026-05-13,16:13:08,39.41,37.51,43.9,36.61,41.18
P1,2026-05-13,16:13:44,35.81,40.92,35.15,41.92,35.5
P2,2026-05-13,16:13:44,44.09,36.67,44.72,36.31,37.15
P3,2026-05-13,16:13:44,42.77,35.71,39.23,36.3,42.9
P1,2026-05-13,16:14:20,41.04,35.37,38.88,41.67,41.38
P2,2026-05-13,16:14:20,37.52,35.38,39.99,41.43,43.39
P3,2026-05-13,16:14:20,44.79,44.0,41.33,40.7,38.16
P1,2026-05-14,12:55:51,44.76,43.02,43.42,37.72,35.56
P2,2026-05-14,12:55:51,38.19,35.81,41.44,44.42,36.55
P3,2026-05-14,12:55:51,36.46,37.92,43.6,43.15,40.14
P1,2026-05-14,12:56:25,43.32,42.57,42.37,43.45,40.85
P2,2026-05-14,12:56:25,38.2,42.76,37.37,36.08,35.17
P3,2026-05-14,12:56:25,42.36,42.16,39.04,37.82,40.42
P1,2026-05-14,12:56:58,36.01,38.57,42.44,44.29,43.34
P2,2026-05-14,12:56:58,42.42,42.57,41.94,35.26,43.93
P3,2026-05-14,12:56:58,43.69,42.78,37.43,43.29,43.31
P1,2026-05-14,12:57:32,41.07,39.1,42.38,44.46,37.6
P2,2026-05-14,12:57:32,41.75,39.21,35.56,35.42,37.03
P3,2026-05-14,12:57:32,40.02,42.04,36.52,39.99,38.85
P1,2026-05-14,12:58:05,36.09,38.88,35.07,41.35,35.05
P2,2026-05-14,12:58:05,42.3,35.41,35.74,37.03,35.95
P3,2026-05-14,12:58:05,40.68,39.93,40.54,43.94,37.16
P1,2026-05-14,12:58:39,44.1,37.75,40.77,38.27,37.71
P2,2026-05-14,12:58:39,37.98,37.02,42.27,35.83,36.23
P3,2026-05-14,12:58:39,35.2,42.51,35.66,42.03,40.06
P1,2026-05-14,12:59:12,41.42,40.5,36.96,37.32,35.27
P2,2026-05-14,12:59:12,43.34,35.25,43.14,41.86,39.55
P3,2026-05-14,12:59:12,43.85,36.75,42.51,43.51,42.85
P1,2026-05-14,12:59:46,38.14,37.81,40.43,35.32,38.69
P2,2026-05-14,12:59:46,38.88,40.59,40.08,43.44,36.21
P3,2026-05-14,12:59:46,37.59,39.63,39.37,41.07,38.6
P1,2026-05-14,13:00:20,37.59,43.32,43.23,43.2,40.88
P2,2026-05-14,13:00:20,42.98,41.97,38.42,41.52,43.18
P3,2026-05-14,13:00:20,38.64,40.17,39.1,37.96,38.76
P1,2026-05-14,13:00:53,37.94,38.4,39.29,37.44,42.91
P2,2026-05-14,13:00:53,41.57,35.78,43.73,41.84,42.0
P3,2026-05-14,13:00:53,42.41,38.2,42.29,44.96,36.24
P1,2026-05-14,13:01:27,42.59,40.35,43.1,44.02,41.97
P2,2026-05-14,13:01:27,40.39,44.56,43.55,38.68,35.76
P3,2026-05-14,13:01:27,43.52,43.27,35.25,43.58,40.66
P1,2026-05-14,13:02:00,42.13,39.83,38.39,38.65,41.7
P2,2026-05-14,13:02:00,37.55,42.95,39.38,35.29,43.53
P3,2026-05-14,13:02:00,41.75,42.47,42.93,42.96,40.42
P1,2026-05-14,13:02:34,35.34,42.27,40.92,42.83,38.05
P2,2026-05-14,13:02:34,44.33,37.79,37.03,38.17,38.45
P3,2026-05-14,13:02:34,44.92,38.79,40.39,42.73,36.96
P1,2026-05-14,13:03:08,36.51,39.03,43.6,35.76,37.69
P2,2026-05-14,13:03:08,40.79,40.01,36.78,38.48,36.06
P3,2026-05-14,13:03:08,42.5,36.72,43.76,38.21,42.03
